latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
48.752193,-122.436554,23.0,-25200,America/Los_Angeles,PDT

time,wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°)
2011-07-20,7.3,19.0,180
2011-07-21,9.4,22.4,188
2011-07-22,6.1,15.7,179
2011-07-23,4.0,10.7,357
2011-07-24,4.5,11.0,345
2011-07-25,8.5,21.0,173
2011-07-26,6.6,16.6,175
2011-07-27,4.9,12.1,201
2011-07-28,5.9,13.4,184
2011-07-29,5.2,13.9,192
2011-07-30,7.0,17.4,170
2011-07-31,6.6,18.1,185
2011-08-01,4.8,11.6,295
2011-08-02,5.1,14.8,180
2011-08-03,5.7,12.8,193
2011-08-04,6.3,14.3,188
2011-08-05,6.8,16.1,184
2011-08-06,6.4,12.8,213
2011-08-07,5.7,15.0,192
2011-08-08,6.4,14.5,190
2011-08-09,6.1,13.6,180
2011-08-10,4.1,12.1,177
2011-08-11,4.2,12.3,187
2011-08-12,5.9,14.3,201
2011-08-13,6.7,17.0,186
2011-08-14,5.8,16.3,176
2011-08-15,5.6,15.7,192
2011-08-16,4.7,12.8,125
2011-08-17,6.7,17.4,174
2011-08-18,4.7,13.9,185
2011-08-19,4.1,12.1,289
2011-08-20,4.0,10.3,273
2011-08-21,7.0,17.2,164
2011-08-22,7.2,15.0,179
2011-08-23,6.2,12.8,197
2011-08-24,4.7,11.6,350
2011-08-25,5.3,13.0,230
2011-08-26,5.2,11.2,216
2011-08-27,5.1,12.1,161
2011-08-28,4.9,12.3,191
2011-08-29,7.3,19.7,189
2011-08-30,5.4,15.0,186
2011-08-31,5.0,12.8,198
2011-09-01,5.8,16.8,168
2011-09-02,4.3,12.1,213
2011-09-03,4.2,12.1,20
2011-09-04,3.3,8.5,116
2011-09-05,5.1,12.5,150
2011-09-06,3.7,8.5,148
2011-09-07,4.2,8.9,12
2011-09-08,3.6,8.7,173
2011-09-09,3.6,9.6,153
2011-09-10,3.8,8.5,279
2011-09-11,3.9,7.6,105
2011-09-12,5.9,15.0,202
2011-09-13,5.6,14.3,229
2011-09-14,5.6,12.8,211
2011-09-15,7.5,19.5,173
2011-09-16,6.5,18.3,165
2011-09-17,7.2,18.3,133
2011-09-18,8.0,22.8,160
2011-09-19,4.2,9.6,202
2011-09-20,4.3,8.7,54
2011-09-21,4.8,14.1,42
2011-09-22,6.8,14.8,131
2011-09-23,8.0,21.3,193
2011-09-24,5.0,22.6,54
2011-09-25,12.5,35.3,170
2011-09-26,12.1,26.8,124
2011-09-27,7.7,24.2,201
2011-09-28,6.6,17.7,44
2011-09-29,6.3,12.8,54
2011-09-30,4.5,12.1,204
2011-10-01,4.7,12.5,197
2011-10-02,6.1,12.1,66
2011-10-03,6.5,17.9,93
2011-10-04,8.0,28.2,101
2011-10-05,3.6,9.6,10
2011-10-06,4.2,11.6,182
2011-10-07,6.0,12.3,185
2011-10-08,4.6,11.0,94
2011-10-09,6.2,11.4,188
2011-10-10,9.0,26.6,111
2011-10-11,11.7,25.9,183
2011-10-12,8.8,19.9,174
2011-10-13,4.4,11.6,20
2011-10-14,4.0,9.2,23
2011-10-15,3.9,8.5,359
2011-10-16,4.0,11.6,164
2011-10-17,4.0,7.2,8
2011-10-18,4.5,8.7,39
2011-10-19,6.2,16.8,164
2011-10-20,6.3,16.8,184
2011-10-21,10.4,22.8,148
2011-10-22,9.0,25.1,181
2011-10-23,5.8,12.5,170
2011-10-24,4.8,17.4,153
2011-10-25,3.7,8.9,42
2011-10-26,3.5,10.7,75
2011-10-27,4.1,8.3,71
2011-10-28,10.3,19.7,140
2011-10-29,7.1,15.4,144
2011-10-30,7.7,22.6,142
2011-10-31,7.2,16.3,203
2011-11-01,3.7,6.9,68
2011-11-02,6.5,16.1,69
2011-11-03,6.1,12.3,108
2011-11-04,4.6,11.6,82
2011-11-05,4.9,9.4,50
2011-11-06,4.5,7.4,51
2011-11-07,4.9,11.4,82
2011-11-08,6.3,12.1,69
2011-11-09,6.6,14.3,60
2011-11-10,3.0,7.6,84
2011-11-11,11.9,28.6,161
2011-11-12,9.4,21.9,147
2011-11-13,10.0,22.6,215
2011-11-14,10.5,25.9,236
2011-11-15,4.3,9.8,148
2011-11-16,9.8,38.0,72
2011-11-17,12.7,30.6,199
2011-11-18,4.4,10.3,47
2011-11-19,7.6,16.6,42
2011-11-20,5.4,10.1,46
2011-11-21,11.4,21.0,102
2011-11-22,20.2,50.6,162
2011-11-23,6.4,15.2,167
2011-11-24,15.3,32.2,141
2011-11-25,12.0,27.1,198
2011-11-26,8.4,19.5,76
2011-11-27,16.6,34.9,183
2011-11-28,3.6,9.6,123
2011-11-29,4.5,11.6,50
2011-11-30,5.2,10.5,360
2011-12-01,5.2,12.8,4
2011-12-02,4.3,9.4,236
2011-12-03,2.7,6.5,298
2011-12-04,3.9,7.6,322
2011-12-05,3.9,6.3,308
2011-12-06,2.5,6.9,327
2011-12-07,4.9,7.6,333
2011-12-08,4.6,7.6,317
2011-12-09,3.4,4.9,4
2011-12-10,2.7,7.2,65
2011-12-11,5.8,9.8,349
2011-12-12,5.9,10.1,22
2011-12-13,3.3,5.6,21
2011-12-14,4.3,8.1,53
2011-12-15,4.8,7.8,46
2011-12-16,3.3,7.2,57
2011-12-17,4.5,8.5,68
2011-12-18,5.2,10.3,244
2011-12-19,5.4,7.8,148
2011-12-20,8.5,15.7,187
2011-12-21,5.1,8.7,46
2011-12-22,4.0,8.9,50
2011-12-23,4.4,9.2,62
2011-12-24,6.5,12.1,62
2011-12-25,17.9,43.6,162
2011-12-26,6.8,13.4,100
2011-12-27,10.1,18.8,124
2011-12-28,16.3,34.9,185
2011-12-29,11.7,26.6,175
2011-12-30,13.0,30.0,202
2011-12-31,7.4,13.2,104
2012-01-01,8.6,19.2,52
2012-01-02,10.7,22.1,83
2012-01-03,12.3,28.2,108
2012-01-04,15.1,37.8,161
2012-01-05,12.2,29.3,192
2012-01-06,6.3,13.0,126
2012-01-07,4.4,9.6,52
2012-01-08,4.1,9.6,47
2012-01-09,6.2,13.2,175
2012-01-10,5.9,12.1,41
2012-01-11,6.1,11.6,28
2012-01-12,5.1,7.6,26
2012-01-13,4.1,7.8,38
2012-01-14,9.9,23.0,179
2012-01-15,5.1,10.1,71
2012-01-16,6.2,15.2,132
2012-01-17,6.0,14.8,90
2012-01-18,13.5,32.4,40
2012-01-19,10.0,21.0,39
2012-01-20,9.2,37.4,54
2012-01-21,13.4,32.7,186
2012-01-22,13.0,36.7,106
2012-01-23,9.6,22.8,151
2012-01-24,14.0,42.1,131
2012-01-25,16.4,39.6,203
2012-01-26,10.7,27.1,217
2012-01-27,8.1,19.0,168
2012-01-28,4.3,10.3,45
2012-01-29,8.1,18.1,139
2012-01-30,8.5,19.7,180
2012-01-31,6.4,15.9,123
2012-02-01,6.9,18.1,153
2012-02-02,4.6,9.4,40
2012-02-03,5.9,12.1,47
2012-02-04,5.8,11.0,50
2012-02-05,7.0,11.2,48
2012-02-06,9.0,16.8,46
2012-02-07,8.7,18.8,50
2012-02-08,6.0,24.4,66
2012-02-09,7.5,19.5,55
2012-02-10,6.9,14.5,57
2012-02-11,2.9,10.3,127
2012-02-12,2.7,7.4,55
2012-02-13,5.5,11.2,285
